[2026-06-16 19:43:34 ET]   --no-download: reusing existing nlrb.db
[2026-06-16 19:43:34 ET]   source DB freshness (max filing.updated_at): 2026-06-16 10:15:58
[2026-06-16 19:45:18 ET]   + FILING: 04-CG-385500 | CG | Teamsters Local Union 771 (Lancaster Behavioral He
[2026-06-16 19:45:19 ET]   + FILING: 04-CA-385591 | CA | CurrentMaster Electric
[2026-06-16 19:45:19 ET]   + FILING: 04-CB-385590 | CB | International Brotherhood of Electrical Workers, L
[2026-06-16 19:45:20 ET]   + FILING: 04-CA-385589 | CA | Katzman Logistics
[2026-06-16 19:45:20 ET]   + FILING: 04-CB-385592 | CB | International Longshoremen's Association Local 129
[2026-06-16 19:45:20 ET]   + FILING: 04-CB-385631 | CB | UAW Local 677 (Mack Trucks - Lehigh Valley Operati
[2026-06-16 19:45:21 ET]   + FILING: 04-CC-385678 | CC | Heat & Frost Insulators Local 14 & 23 and Internat
[2026-06-16 19:45:21 ET]   + FILING: 04-CA-385738 | CA | Saint-Gobain North America
[2026-06-16 19:45:21 ET]   + FILING: 04-CA-385851 | CA | Wright Traffic
[2026-06-16 19:45:22 ET]   + FILING: 04-CA-386074 | CA | Virtua Memorial Mount Holly and Virtua CNS
[2026-06-16 19:45:22 ET]   + FILING: 04-CA-385979 | CA | GF Hospitality PHI HGI LLC d/b/a Hilton Garden Inn
[2026-06-16 19:45:23 ET]   + FILING: 04-CA-385996 | CA | United States Postal Service
[2026-06-16 19:45:23 ET]   + FILING: 04-CB-385983 | CB | Steamfitters Local 420
[2026-06-16 19:45:23 ET]   + FILING: 04-CA-386048 | CA | Heidelberg Materials
[2026-06-16 19:45:24 ET]   + FILING: 04-CB-386038 | CB | United Steelworkers (Heidelberg Materials)
[2026-06-16 19:45:24 ET]   + FILING: 04-CD-386094 | CD | International Union of Elevator Constructors, Loca
[2026-06-16 19:45:24 ET]   + FILING: 04-RC-386057 | RC | NAES Corporation
[2026-06-16 19:45:25 ET]   + FILING: 04-CA-386154 | CA | Boyers Food Markets
[2026-06-16 19:45:25 ET]   + FILING: 04-CA-386161 | CA | Palmer Foods/Fresh Grocer of Upper Darby Pa 19082
[2026-06-16 19:45:26 ET]   + FILING: 04-CA-386164 | CA | United States Postal Service
[2026-06-16 19:45:26 ET]   + FILING: 04-CA-386182 | CA | United States Postal Service
[2026-06-16 19:45:26 ET]   + FILING: 04-CA-386211 | CA | Mack Trucks, Remanufacturing
[2026-06-16 19:45:27 ET]   + FILING: 04-CA-386227 | CA | Mack Trucks
[2026-06-16 19:45:27 ET]   + FILING: 04-CA-386248 | CA | United States Postal Service
[2026-06-16 19:45:27 ET]   + FILING: 04-CA-386260 | CA | Julius Silvert, Inc.
[2026-06-16 19:45:28 ET]   + FILING: 04-CB-386147 | CB | UFCW Local Union 152 (Palmer Foods/Fresh Grocer of
[2026-06-16 19:45:28 ET]   + FILING: 04-CB-386254 | CB | Teamsters Local 331(United Parcel Service)
[2026-06-16 19:45:28 ET]   + FILING: 04-RC-386150 | RC | Univar Solutions USA LLC
[2026-06-16 19:45:29 ET]   + FILING: 04-RC-386203 | RC | ABM
[2026-06-16 19:45:29 ET]   + FILING: 04-CB-386304 | CB | IBEW Local Union 98 (Various Employers)
[2026-06-16 19:45:30 ET]   + FILING: 04-CA-386363 | CA | Walgreens Co.
[2026-06-16 19:45:30 ET]   + FILING: 04-CB-386263 | CB | United Automobile, Aerospace and Agricultural Impl
[2026-06-16 19:45:30 ET]   + FILING: 04-CB-386264 | CB | Teamsters Local 384 (United Parcel Service)
[2026-06-16 19:45:31 ET]   + FILING: 04-RC-386470 | RC | Atelier Art Services Inc. and Atelier Art Storage 
[2026-06-16 19:45:31 ET]   + FILING: 04-RD-386551 | RD | Defender Association of Philadelphia
[2026-06-16 19:45:31 ET]   + FILING: 04-RD-386553 | RD | Wells Fargo Bank, NA
[2026-06-16 19:45:32 ET]   + FILING: 04-CA-386600 | CA | Cushman & Wakefield
[2026-06-16 19:45:32 ET]   + FILING: 04-CA-386613 | CA | Kemper
[2026-06-16 19:45:32 ET]   + FILING: 04-CA-386641 | CA | United States Postal Service
[2026-06-16 19:45:33 ET]   + FILING: 04-CA-386646 | CA | United States Postal Service
[2026-06-16 19:45:33 ET]   + FILING: 04-CG-386673 | CG | Teamsters Local Union 771(Lancaster Behavioral Hea
[2026-06-16 19:45:33 ET]   + FILING: 04-RC-386651 | RC | Pediatric Specialty Care
[2026-06-16 19:45:34 ET]   + FILING: 04-CA-386753 | CA | American Red Cross Blood Services, Northeastern Pe
[2026-06-16 19:45:34 ET]   + FILING: 04-CA-386787 | CA | United States Postal Service
[2026-06-16 19:45:35 ET]   + FILING: 04-CA-386820 | CA | JEVS Human Services
[2026-06-16 19:45:35 ET]   + FILING: 04-CA-386825 | CA | Comcast (CC) of Willow Grove
[2026-06-16 19:45:35 ET]   + FILING: 04-RC-386761 | RC | Philadelphia Federation of Teachers
[2026-06-16 19:45:36 ET]   + FILING: 04-CB-386873 | CB | GETUP-UAW Local 5124 (The Trustees of the Universi
[2026-06-16 19:45:36 ET]   + FILING: 04-CA-387020 | CA | Union League Liberty Hill LLC
[2026-06-16 19:45:36 ET]   + FILING: 04-CB-386982 | CB | National Association of Letter Carriers
[2026-06-16 19:45:37 ET]   + FILING: 04-CB-387015 | CB | National Association of Letter Carriers (United St
[2026-06-16 19:45:37 ET]   + FILING: 04-CA-387120 | CA | United States Postal Service
[2026-06-16 19:45:38 ET]   + FILING: 04-CA-387126 | CA | Treehouse Private Brands, Inc
[2026-06-16 19:45:38 ET]   + FILING: 04-CA-387185 | CA | Jefferson Einstein Philadelphia
[2026-06-16 19:45:38 ET]   + FILING: 04-CA-387190 | CA | Jefferson Einstein Philadelphia
[2026-06-16 19:45:39 ET]   + FILING: 04-CA-387192 | CA | Tastykake Baking Company
[2026-06-16 19:45:39 ET]   + FILING: 04-CB-387194 | CB | BCTGM, Local 492 (Tastykake Baking Company)
[2026-06-16 19:45:40 ET]   + FILING: 04-CA-387278 | CA | ChildFirst Services, Inc.
[2026-06-16 19:45:40 ET]   + FILING: 04-CC-387273 | CC | The Philadelphia Musicians' Union, Local 77-274, A
[2026-06-16 19:45:40 ET]   + FILING: 04-RC-387224 | RC | Acreage CCF NJ LLC
[2026-06-16 19:45:41 ET]   + FILING: 04-CA-387348 | CA | BBC Management Services Inc. / B. Blair Corp.
[2026-06-16 19:45:41 ET]   + FILING: 04-CB-387365 | CB | American Postal Workers Union (United States Posta
[2026-06-16 19:45:41 ET]   + FILING: 04-RD-387322 | RD | Phoenix Logistics, LLC
[2026-06-16 19:45:42 ET]   + FILING: 04-CB-387420 | CB | International Association of Machinists and Aerosp
[2026-06-16 19:45:42 ET]   + FILING: 04-CA-387485 | CA | BrandSafway Services LLC
[2026-06-16 19:45:43 ET]   + FILING: 04-CA-387512 | CA | Aramark
[2026-06-16 19:45:43 ET]   + FILING: 04-CA-387523 | CA | C.F Arci & Son
[2026-06-16 19:45:44 ET]   + FILING: 04-CE-387597 | CE | The Philadelphia Musicians' Union, Local 77-274, A
[2026-06-16 19:45:44 ET]   + FILING: 04-CA-387689 | CA | Wilsbach Distributers, Inc.
[2026-06-16 19:45:45 ET]   + FILING: 04-CB-387682 | CB | Unite Here Local 274 (Hilton Garden Inn Philadelph
[2026-06-16 19:45:45 ET]   + FILING: 04-CB-387703 | CB | UFCW Local 27 (Giant Food)
[2026-06-16 19:45:45 ET]   + FILING: 04-RD-387713 | RD | Lankenau Medical Center - Main Line Health
[2026-06-16 19:45:46 ET]   + FILING: 04-CA-387836 | CA | BBC Management Services, LLC / B. Blair Corporatio
[2026-06-16 19:45:46 ET]   + FILING: 04-CB-387936 | CB | Winslow Township Education Association
[2026-06-16 19:45:47 ET]   + FILING: 04-CA-387945 | CA | Summerwood Tacobell
[2026-06-16 19:45:47 ET]   + FILING: 04-CA-387946 | CA | Hard Rock Hotel and Casino
[2026-06-16 19:45:47 ET]   + FILING: 04-CA-387957 | CA | Jefferson Health Northeast- Bucks Campus
[2026-06-16 19:45:48 ET]   + FILING: 04-CA-388033 | CA | Cushman & Wakefield
[2026-06-16 19:45:48 ET]   + FILING: 04-CA-388035 | CA | Drexel University
[2026-06-16 19:45:49 ET]   + FILING: 04-CB-387959 | CB | Federation of Teachers Staff Union, Local 4, AFL-C
[2026-06-16 19:45:49 ET]   + FILING: 04-RM-388136 | RM | Acme Markets, Inc.
[2026-06-16 19:45:49 ET]   + FILING: 04-CB-388284 | CB | International Association of Machinist and Aerospa
[2026-06-16 19:45:50 ET]   + FILING: 04-CA-388315 | CA | Liguori Academy
[2026-06-16 19:45:50 ET]   + FILING: 04-CA-388395 | CA | Whole Foods Market Group, Inc.
[2026-06-16 19:45:51 ET]   + FILING: 04-CA-388409 | CA | Whole Foods Market Group, Inc.
[2026-06-16 19:45:51 ET]   + FILING: 04-CA-388390 | CA | Virtua Memorial, Mt Holly
[2026-06-16 19:45:51 ET]   + FILING: 04-CA-388459 | CA | Philadelphia Federation of Teachers, Local 3, AFL-
[2026-06-16 19:45:52 ET]   + FILING: 04-CB-388455 | CB | USW Local 10-286 (Philadelphia Federation of Teach
[2026-06-16 19:45:52 ET]   + FILING: 04-CA-388510 | CA | The Boeing Company
[2026-06-16 19:45:52 ET]   + FILING: 04-CA-388541 | CA | Kerry Ingredients
[2026-06-16 19:45:53 ET]   + FILING: 04-CA-388571 | CA | ISS
[2026-06-16 19:45:53 ET]   + FILING: 04-RD-388660 | RD | Wells Fargo, NA
[2026-06-16 19:45:53 ET]   + FILING: 04-UC-388553 | UC | Westport Axle
[2026-06-16 19:45:54 ET]   + FILING: 04-CA-388655 | CA | CRC Industries
[2026-06-16 19:45:54 ET]   + FILING: 04-CA-388667 | CA | Pepperidge Farm
[2026-06-16 19:45:55 ET]   + FILING: 04-CA-388705 | CA | ACME/Albertson's
[2026-06-16 19:45:55 ET]   + FILING: 04-CB-388645 | CB | Chocolate Workers Union Local 464 (Milton Hershey 
[2026-06-16 19:45:55 ET]   + FILING: 04-CA-388739 | CA | United States Postal Service
[2026-06-16 19:45:56 ET]   + FILING: 04-CA-388751 | CA | United States Postal Service
[2026-06-16 19:45:56 ET]   + FILING: 04-CA-388794 | CA | Shibam Philly
[2026-06-16 19:45:56 ET]   + FILING: 04-RC-388795 | RC | Center City District
[2026-06-16 19:45:57 ET]   + FILING: 04-CA-388815 | CA | EnergySolutions, LLC
[2026-06-16 19:45:57 ET]   + FILING: 04-RC-388814 | RC | QVC, Inc.
[2026-06-16 19:45:57 ET]   + FILING: 04-CA-388828 | CA | Treehouse Foods / Treehouse Private Brands, Inc
[2026-06-16 19:45:57 ET]   filings: 363 new
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-368774 | Regional Director Decision | 2026-01-06 | B. W. Wilson Paper Company, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-CA-311903 | Board Decision | 2026-01-08 | Fields Fire Protection, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376099 | Certification of Representative | 2026-01-13 | Inspira Medical Centers, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-371470 | Regional Director Decision | 2026-01-14 | Interstate Waste Services
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-375291 | Election Results Certified | 2026-01-15 | Paragon Professional Services LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376329 | Certification of Representative | 2026-01-21 | Tropicana Atlantic City Corp.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RM-376238 | Certification of Representative | 2026-01-21 | Tropicana Atlantic City Corp.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376683 | Election Results Certified | 2026-01-22 | Lehigh Anthracite Coal, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-366220 | Election Results Certified | 2026-01-23 | Sysco USA III, LLC d/b/a Sysco Allentown
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-377838 | Certification of Representative | 2026-01-29 | Esperanza Academy Charter School
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376082 | Regional Director Decision | 2026-02-04 | Frito-Lay North America, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376445 | Regional Director Decision | 2026-02-04 | Samaritan Healthcare & Hospice, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376082 | Regional Director Decision | 2026-02-05 | Frito-Lay North America, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-377839 | Certification of Representative | 2026-02-06 | Starbucks Corporation
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-380380 | Regional Director Decision | 2026-02-10 | Interstate Waste Services
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-377587 | Certification of Representative | 2026-02-11 | Chester Elite Trans, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-379361 | Certification of Representative | 2026-02-20 | A J Jersey, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-379268 | Certification of Representative | 2026-02-25 | STA of Pennsylvania, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-379267 | Certification of Representative | 2026-02-25 | Temple University Hospital, Inc. d/b/a T
[2026-06-16 19:45:58 ET]   + DECISION: 04-CA-309188 | Board Decision | 2026-02-27 | New World Construction, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-378935 | Certification of Representative | 2026-02-27 | GateHouse Media Pennsylvania Holdings, I
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-379296 | Election Results Certified | 2026-02-27 | Genserve Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376082 | Election Results Certified | 2026-02-27 | Frito-Lay North America, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-CA-305091 | Board Decision | 2026-02-27 | New World Construction, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-CA-305821 | Board Decision | 2026-02-27 | New World Construction, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-378338 | Certification of Representative | 2026-03-02 | Inspira Medical Centers, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-378569 | Certification of Representative | 2026-03-02 | The Berks Packing Company, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-379702 | Certification of Representative | 2026-03-20 | Inspira Medical Centers Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-380688 | Election Results Certified | 2026-03-20 | Ryder Truck Rental, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-380691 | Election Results Certified | 2026-03-23 | Clifford Hill Sanitation Services, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-376445 | Certification of Representative | 2026-03-23 | Samaritan Healthcare & Hospice, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-CA-315904 | Board Decision | 2026-03-23 | United Scrap Metal PA, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-380580 | Certification of Representative | 2026-03-27 | Genserve, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-CA-340084 | Board Decision | 2026-03-27 | Forepeak Steel, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-381727 | Certification of Representative | 2026-04-01 | PECO Energy Company
[2026-06-16 19:45:58 ET]   + DECISION: 04-RM-380713 | Certification of Representative | 2026-04-03 | Bryn Athyn Fire Company
[2026-06-16 19:45:58 ET]   + DECISION: 04-CB-280810 | Board Decision | 2026-04-07 | International Longshoremen's Association
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-367692 | Regional Director Decision | 2026-04-15 | Atlantic Recovery Services, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-382883 | Certification of Representative | 2026-04-16 | Reach Climbing and Fitness, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RM-383078 | Certification of Representative | 2026-04-22 | The Trustees of the University of Pennsy
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-367692 | Board Decision | 2026-04-29 | Atlantic Recovery Services, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RD-382689 | Certification of Representative | 2026-04-30 | Meritus Solutions Group LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-383376 | Certification of Representative | 2026-04-30 | Ambulnz PA, LLC
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-367692 | Election Results Certified | 2026-05-12 | Atlantic Recovery Services, Inc.
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-384678 | Certification of Representative | 2026-05-12 | Penn State Health Milton S. Hershey Medi
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-384337 | Election Results Certified | 2026-05-15 | Valtris Specialty Chemicals
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-384999 | Certification of Representative | 2026-05-27 | Universal Protection Service, LLC d/b/a/
[2026-06-16 19:45:58 ET]   + DECISION: 04-RC-384402 | Certification of Representative | 2026-06-03 | Marina District Development Company, LLC
[2026-06-16 19:45:58 ET]   decisions: 48 new
[2026-06-16 19:45:58 ET] === Backfill done. 363 filings, 48 decisions. ===

[2026-06-16 19:46:17 ET]   --no-download: reusing existing nlrb.db
[2026-06-16 19:46:17 ET]   source DB freshness (max filing.updated_at): 2026-06-16 10:15:58
[2026-06-16 19:46:17 ET] === NLRB poll (since 2026-06-16; filings≥2026-06-09, decisions≥2026-06-02, live=False) ===
[2026-06-16 19:46:17 ET]   filings: 0 new
[2026-06-16 19:46:17 ET]   decisions: 0 new
[2026-06-16 19:46:17 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-16 19:46:18 ET]   --no-download: reusing existing nlrb.db
[2026-06-16 19:46:18 ET]   source DB freshness (max filing.updated_at): 2026-06-16 10:15:58
[2026-06-16 19:46:18 ET] === NLRB poll (since 2026-06-16; filings≥2026-06-09, decisions≥2026-06-02, live=False) ===
[2026-06-16 19:46:18 ET]   filings: 0 new
[2026-06-16 19:46:18 ET]   decisions: 0 new
[2026-06-16 19:46:18 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-17 07:04:02 ET]   --no-download: reusing existing nlrb.db
[2026-06-17 07:04:02 ET]   source DB freshness (max filing.updated_at): 2026-06-16 10:15:58
[2026-06-17 07:04:02 ET] === NLRB poll (since 2026-06-16; filings≥2026-06-09, decisions≥2026-06-02, live=False) ===
[2026-06-17 07:04:02 ET]   filings: 0 new
[2026-06-17 07:04:03 ET]   decisions: 0 new
[2026-06-17 07:04:03 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-17 07:04:18 ET]   --no-download: reusing existing nlrb.db
[2026-06-17 07:04:18 ET]   source DB freshness (max filing.updated_at): 2026-06-16 10:15:58
[2026-06-17 07:04:18 ET] === NLRB poll (since 2026-06-17; filings≥2026-06-10, decisions≥2026-06-03, live=True) ===
[2026-06-17 07:04:19 ET]   + FILING: 04-CA-388815 | CA | EnergySolutions, LLC
[2026-06-17 07:04:19 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: EnergySolutions, LLC
[2026-06-17 07:04:19 ET]   filings: 1 new
[2026-06-17 07:04:19 ET]   decisions: 0 new
[2026-06-17 07:04:19 ET] === Poll done. 1 new filings, 0 new decisions. ===

[2026-06-17 07:11:44 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-17 07:11:51 ET]   DB ready: nlrb.db (1009 MB)
[2026-06-17 07:11:51 ET]   source DB freshness (max filing.updated_at): 2026-06-17 09:46:07
[2026-06-17 07:11:51 ET] === NLRB poll (since 2026-06-17; filings≥2026-06-10, decisions≥2026-06-03, live=True) ===
[2026-06-17 07:11:51 ET]   + FILING: 04-CA-388905 | CA | Zarko Enterprises Inc.
[2026-06-17 07:11:51 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: Zarko Enterprises Inc.
[2026-06-17 07:11:51 ET]   + FILING: 04-CB-388902 | CB | United Service Workers Union (USWU),  IUJAT, Local
[2026-06-17 07:11:51 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: United Service Workers Union (USWU),  IUJAT, Local 339 (Zarko Enterprises Inc.)
[2026-06-17 07:11:52 ET]   + FILING: 04-CA-388892 | CA | The Whitestone Group
[2026-06-17 07:11:52 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: The Whitestone Group
[2026-06-17 07:11:52 ET]   + FILING: 04-CA-388927 | CA | Penn State Milton S Hershey Medical Center - Life 
[2026-06-17 07:11:52 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: Penn State Milton S Hershey Medical Center - Life Lion EMS
[2026-06-17 07:11:53 ET]   + FILING: 04-CA-388943 | CA | Rogers Memorial Hospital, Inc.; Rogers Behavioral 
[2026-06-17 07:11:53 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: Rogers Memorial Hospital, Inc.; Rogers Behavioral Health Practice - Philadelphia
[2026-06-17 07:11:53 ET]   + FILING: 04-CA-388944 | CA | GF Hospitality PHI HGI LLC d/b/a Hilton Garden Inn
[2026-06-17 07:11:53 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: GF Hospitality PHI HGI LLC d/b/a Hilton Garden Inn Philadelphia Center City
[2026-06-17 07:11:53 ET]   + FILING: 04-CA-388945 | CA | United Parcel Service
[2026-06-17 07:11:53 ET] ⚠ No Gmail creds; would have sent: 🪧 New NLRB ULP charge: United Parcel Service
[2026-06-17 07:11:53 ET]   filings: 7 new
[2026-06-17 07:11:54 ET]   decisions: 0 new
[2026-06-17 07:11:54 ET] === Poll done. 7 new filings, 0 new decisions. ===

[2026-06-17 08:02:17 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-17 08:02:21 ET]   DB ready: nlrb.db (1009 MB)
[2026-06-17 08:02:21 ET]   source DB freshness (max filing.updated_at): 2026-06-17 09:46:07
[2026-06-17 08:02:21 ET] === NLRB poll (since 2026-06-17; filings≥2026-06-10, decisions≥2026-06-03, live=True) ===
[2026-06-17 08:02:21 ET]   filings: 0 new
[2026-06-17 08:02:21 ET]   decisions: 0 new
[2026-06-17 08:02:21 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-17 10:54:25 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-17 10:54:29 ET]   DB ready: nlrb.db (1009 MB)
[2026-06-17 10:54:29 ET]   source DB freshness (max filing.updated_at): 2026-06-17 09:46:07
[2026-06-17 10:54:29 ET] === NLRB poll (since 2026-06-17; filings≥2026-06-10, decisions≥2026-06-03, live=True) ===
[2026-06-17 10:54:29 ET]   filings: 0 new
[2026-06-17 10:54:29 ET]   decisions: 0 new
[2026-06-17 10:54:29 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-18 10:50:05 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-18 10:50:09 ET]   DB ready: nlrb.db (1009 MB)
[2026-06-18 10:50:09 ET]   source DB freshness (max filing.updated_at): 2026-06-18 09:36:27
[2026-06-18 10:50:09 ET] === NLRB poll (since 2026-06-17; filings≥2026-06-10, decisions≥2026-06-03, live=True) ===
[2026-06-18 10:50:09 ET]   + FILING: 04-CA-388965 | CA | Luzerne County Veterans Affairs
[2026-06-18 10:50:12 ET]   + FILING: 04-CB-388964 | CB | AFSCME Council 13 (Luzerne County Veterans Affairs
[2026-06-18 10:50:14 ET]   + FILING: 04-CB-388980 | CB | International Brotherhood of Electrical Workers Lo
[2026-06-18 10:50:17 ET]   filings: 3 new
[2026-06-18 10:50:17 ET]   + DECISION: 04-RC-386057 | Election Results Certified | 2026-06-09 | NAES Corporation
[2026-06-18 10:50:19 ET]   + DECISION: 04-RC-355267 | Board Decision | 2026-06-15 | Whole Foods Market Group, Inc.
[2026-06-18 10:50:21 ET]   + DECISION: 04-RC-386150 | Certification of Representative | 2026-06-17 | Univar Solutions USA LLC
[2026-06-18 10:50:23 ET]   decisions: 3 new
[2026-06-18 10:50:23 ET] === Poll done. 3 new filings, 3 new decisions. ===

[2026-06-19 10:45:10 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-19 10:45:14 ET]   DB ready: nlrb.db (1009 MB)
[2026-06-19 10:45:14 ET]   source DB freshness (max filing.updated_at): 2026-06-19 09:59:01
[2026-06-19 10:45:14 ET] === NLRB poll (since 2026-06-18; filings≥2026-06-11, decisions≥2026-06-04, live=True) ===
[2026-06-19 10:45:14 ET]   + FILING: 04-RC-389103 | RC | Atlantic Aviation (PNE)
[2026-06-19 10:45:16 ET]   filings: 1 new
[2026-06-19 10:45:16 ET]   decisions: 0 new
[2026-06-19 10:45:16 ET] === Poll done. 1 new filings, 0 new decisions. ===

[2026-06-20 09:42:12 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-20 09:42:17 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-20 09:42:17 ET]   source DB freshness (max filing.updated_at): 2026-06-20 08:33:28
[2026-06-20 09:42:17 ET] === NLRB poll (since 2026-06-19; filings≥2026-06-12, decisions≥2026-06-05, live=True) ===
[2026-06-20 09:42:17 ET]   filings: 0 new
[2026-06-20 09:42:17 ET]   + DECISION: 04-RD-386551 | Certification of Representative | 2026-06-18 | Defender Association of Philadelphia
[2026-06-20 09:42:19 ET]   decisions: 1 new
[2026-06-20 09:42:19 ET] === Poll done. 0 new filings, 1 new decisions. ===

[2026-06-21 09:50:32 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-21 09:50:35 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-21 09:50:35 ET]   source DB freshness (max filing.updated_at): 2026-06-21 09:16:55
[2026-06-21 09:50:35 ET] === NLRB poll (since 2026-06-20; filings≥2026-06-13, decisions≥2026-06-06, live=True) ===
[2026-06-21 09:50:35 ET]   filings: 0 new
[2026-06-21 09:50:36 ET]   decisions: 0 new
[2026-06-21 09:50:36 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-22 12:30:44 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-22 12:30:53 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-22 12:30:53 ET]   source DB freshness (max filing.updated_at): 2026-06-22 10:48:03
[2026-06-22 12:30:53 ET] === NLRB poll (since 2026-06-21; filings≥2026-06-14, decisions≥2026-06-07, live=True) ===
[2026-06-22 12:30:53 ET]   filings: 0 new
[2026-06-22 12:30:53 ET]   decisions: 0 new
[2026-06-22 12:30:53 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-23 10:30:19 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-23 10:30:24 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-23 10:30:25 ET]   source DB freshness (max filing.updated_at): 2026-06-23 08:40:31
[2026-06-23 10:30:25 ET] === NLRB poll (since 2026-06-22; filings≥2026-06-15, decisions≥2026-06-08, live=True) ===
[2026-06-23 10:30:25 ET]   + FILING: 04-CB-389154 | CB | BCTGM Local 464 (The Hershey Company)
[2026-06-23 10:30:27 ET]   + FILING: 04-CA-389142 | CA | United States Postal Service
[2026-06-23 10:30:29 ET]   + FILING: 04-CA-389170 | CA | Tusk Industrial LLC
[2026-06-23 10:30:31 ET]   + FILING: 04-CA-389190 | CA | JP Morgan Chase
